#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Uriel_Sebree	politics,0.2413793103448276	orchestra,0.13793103448275862	military,0.12643678160919541	sports,0.09195402298850575	art,0.08045977011494253	film/tv,0.06896551724137931	royalty,0.06896551724137931	music,0.06896551724137931	royalty/religion,0.05747126436781609	literature,0.05747126436781609
Urse_d'Abbetot	royalty/religion,0.5748218527315915	military,0.1187648456057007	literature,0.07125890736342043	royalty,0.06413301662707839	orchestra,0.047505938242280284	politics,0.035629453681710214	film/tv,0.028503562945368172	art,0.023752969121140142	sports,0.021377672209026127	music,0.014251781472684086
Victoria_de_Hesse-Darmstadt	royalty,0.618798955613577	military,0.09399477806788512	literature,0.07049608355091384	royalty/religion,0.04177545691906005	film/tv,0.03655352480417755	sports,0.031331592689295036	art,0.031331592689295036	politics,0.031331592689295036	music,0.02610966057441253	orchestra,0.018276762402088774
Vidkun_Quisling	military,0.2549800796812749	orchestra,0.19721115537848605	politics,0.1593625498007968	art,0.11752988047808766	royalty,0.11354581673306773	literature,0.07370517928286853	royalty/religion,0.025896414342629483	sports,0.02390438247011952	film/tv,0.017928286852589643	music,0.01593625498007968
Virginia_Poe	literature,0.47168179853004755	film/tv,0.24038045827929097	military,0.11802853437094682	royalty,0.08819714656290532	politics,0.0311284046692607	orchestra,0.01729355814958928	art,0.014267185473411154	sports,0.00864677907479464	music,0.005620406398616515	royalty/religion,0.004755728491137051
Vivien_Leigh	film/tv,0.5330677290836653	literature,0.1362549800796813	orchestra,0.07171314741035857	royalty,0.05338645418326693	military,0.050199203187251	music,0.04701195219123506	politics,0.0398406374501992	sports,0.02948207171314741	art,0.023107569721115537	royalty/religion,0.01593625498007968
Wail_al-Shehri	politics,0.18072289156626506	music,0.13253012048192772	film/tv,0.12048192771084337	military,0.10843373493975904	royalty/religion,0.08433734939759036	literature,0.08433734939759036	royalty,0.08433734939759036	sports,0.07228915662650602	orchestra,0.07228915662650602	art,0.060240963855421686
Waisale_Serevi	sports,0.7175748273215656	military,0.060629316960859554	literature,0.059861857252494245	music,0.02916346891788181	art,0.02532617037605526	royalty,0.023791250959324637	film/tv,0.023023791250959325	politics,0.021488871834228703	orchestra,0.019953952417498082	royalty/religion,0.01918649270913277
Wallis_Simpson	royalty,0.43364928909952605	politics,0.11848341232227488	military,0.0971563981042654	literature,0.08767772511848342	art,0.061611374407582936	film/tv,0.05687203791469194	music,0.052132701421800945	orchestra,0.045023696682464455	royalty/religion,0.02843601895734597	sports,0.018957345971563982
Wally_Hammond	sports,0.2463768115942029	royalty/religion,0.11594202898550725	orchestra,0.10144927536231885	royalty,0.08695652173913043	music,0.08695652173913043	film/tv,0.07246376811594203	art,0.07246376811594203	literature,0.07246376811594203	politics,0.07246376811594203	military,0.07246376811594203
Walter_Model	politics,0.6096938775510204	military,0.18877551020408162	art,0.04846938775510204	royalty,0.03316326530612245	literature,0.02295918367346939	film/tv,0.02040816326530612	sports,0.02040816326530612	music,0.02040816326530612	royalty/religion,0.017857142857142856	orchestra,0.017857142857142856
Wayne_Gretzky	sports,0.884722706662016	military,0.05266829438437391	literature,0.022148587373561214	politics,0.009417509591907918	film/tv,0.00819672131147541	music,0.0076735263341471925	art,0.004883153121730032	royalty,0.0036623648412975234	orchestra,0.003487966515521451	royalty/religion,0.003139169863969306
Werner_Mölders	politics,0.644361833952912	military,0.12639405204460966	art,0.06567534076827757	sports,0.03965303593556382	royalty,0.03841387856257745	film/tv,0.027261462205700124	literature,0.01858736059479554	orchestra,0.01734820322180917	music,0.013630731102850062	royalty/religion,0.008674101610904586
Wesley_Clark	politics,0.5301524188204109	military,0.21294455489286504	literature,0.12745747735807378	sports,0.03799425668212945	music,0.03423901038215153	film/tv,0.024961343052794346	art,0.012591119946984758	orchestra,0.008173183123481335	royalty,0.005964214711729622	royalty/religion,0.00552242102937928
Wiglaf_de_Mercie	royalty/religion,0.697111631537861	military,0.18969555035128804	literature,0.04137392661982826	sports,0.0156128024980484	art,0.01405152224824356	royalty,0.01092896174863388	politics,0.01092896174863388	film/tv,0.0078064012490242	orchestra,0.00702576112412178	music,0.00546448087431694
Wihtred_de_Kent	royalty/religion,0.6739380022962113	military,0.15384615384615385	literature,0.08036739380022963	politics,0.01722158438576349	sports,0.016073478760045924	art,0.016073478760045924	royalty,0.016073478760045924	film/tv,0.009184845005740528	music,0.009184845005740528	orchestra,0.008036739380022962
Wilco	music,0.6621621621621622	politics,0.06756756756756757	literature,0.05945945945945946	military,0.04054054054054054	sports,0.03783783783783784	art,0.03783783783783784	film/tv,0.03513513513513514	orchestra,0.021621621621621623	royalty,0.021621621621621623	royalty/religion,0.016216216216216217
Wilfred_Rhodes	sports,0.2619047619047619	literature,0.13095238095238096	politics,0.10714285714285714	film/tv,0.09523809523809523	royalty/religion,0.08333333333333333	royalty,0.08333333333333333	art,0.05952380952380952	orchestra,0.05952380952380952	military,0.05952380952380952	music,0.05952380952380952
Wilfrid_d'York	royalty/religion,0.5292792792792793	military,0.22297297297297297	royalty,0.0518018018018018	literature,0.0472972972972973	music,0.03153153153153153	sports,0.02702702702702703	art,0.024774774774774775	orchestra,0.024774774774774775	film/tv,0.02027027027027027	politics,0.02027027027027027
William_Brill	politics,0.5547850208044383	military,0.17475728155339806	sports,0.06102635228848821	literature,0.05547850208044383	film/tv,0.03398058252427184	orchestra,0.033287101248266296	music,0.024965325936199722	royalty/religion,0.02288488210818308	art,0.020804438280166437	royalty,0.018030513176144243
William_Bruce_(architecte)	royalty,0.2620967741935484	military,0.15725806451612903	literature,0.14112903225806453	art,0.11290322580645161	orchestra,0.0846774193548387	royalty/religion,0.07258064516129033	sports,0.06048387096774194	film/tv,0.036290322580645164	politics,0.036290322580645164	music,0.036290322580645164
William_Burges	royalty/religion,0.14925373134328357	art,0.1044776119402985	literature,0.1044776119402985	orchestra,0.1044776119402985	royalty,0.1044776119402985	politics,0.1044776119402985	film/tv,0.08955223880597014	sports,0.08955223880597014	military,0.07462686567164178	music,0.07462686567164178
William_Butler_Yeats	literature,0.34934497816593885	orchestra,0.24017467248908297	art,0.12954876273653565	film/tv,0.08733624454148471	military,0.05822416302765648	music,0.046579330422125184	royalty,0.03202328966521106	politics,0.023289665211062592	royalty/religion,0.018922852983988356	sports,0.01455604075691412
William_Calcraft	literature,0.15492957746478872	royalty/religion,0.11267605633802817	film/tv,0.11267605633802817	orchestra,0.11267605633802817	military,0.11267605633802817	sports,0.09859154929577464	royalty,0.08450704225352113	art,0.07042253521126761	politics,0.07042253521126761	music,0.07042253521126761
William_Cooley_(colon)	politics,0.17721518987341772	sports,0.13924050632911392	royalty/religion,0.11392405063291139	royalty,0.11392405063291139	orchestra,0.10126582278481013	military,0.08860759493670886	art,0.0759493670886076	film/tv,0.06329113924050633	literature,0.06329113924050633	music,0.06329113924050633
William_Cragh	royalty/religion,0.28169014084507044	military,0.14788732394366197	film/tv,0.1267605633802817	literature,0.08450704225352113	sports,0.07042253521126761	politics,0.07042253521126761	art,0.056338028169014086	orchestra,0.056338028169014086	royalty,0.056338028169014086	music,0.04929577464788732
William_Gibson	literature,0.23710208562019758	music,0.2349066959385291	art,0.19319429198682767	film/tv,0.1141602634467618	military,0.07793633369923161	orchestra,0.042810098792535674	sports,0.038419319429198684	royalty,0.030735455543358946	politics,0.025246981339187707	royalty/religion,0.005488474204171241
William_Goebel	politics,0.22727272727272727	military,0.12727272727272726	royalty/religion,0.11818181818181818	film/tv,0.10909090909090909	royalty,0.09090909090909091	music,0.08181818181818182	sports,0.06363636363636363	art,0.06363636363636363	literature,0.06363636363636363	orchestra,0.05454545454545454
William_Hanna	film/tv,0.47513812154696133	orchestra,0.11049723756906077	music,0.09392265193370165	art,0.0718232044198895	politics,0.055248618784530384	royalty/religion,0.049723756906077346	sports,0.04419889502762431	literature,0.03867403314917127	royalty,0.03314917127071823	military,0.027624309392265192
William_Henry_Harrison	politics,0.5988497483824586	military,0.23292595255212079	literature,0.10352264557872035	royalty/religion,0.013299784327821711	film/tv,0.011502516175413372	royalty,0.010783608914450037	art,0.009345794392523364	sports,0.008626887131560028	music,0.006470165348670022	orchestra,0.004672897196261682
William_Henry_Lane	literature,0.24806201550387597	orchestra,0.13953488372093023	film/tv,0.12015503875968993	politics,0.12015503875968993	military,0.09302325581395349	music,0.08527131782945736	royalty/religion,0.06201550387596899	sports,0.05813953488372093	art,0.05426356589147287	royalty,0.01937984496124031
William_Longchamp	royalty/religion,0.5152	military,0.16	royalty,0.0976	politics,0.0752	literature,0.0464	orchestra,0.0288	film/tv,0.0256	art,0.024	sports,0.016	music,0.0112
William_McGregor	sports,0.42727272727272725	military,0.21616161616161617	literature,0.15151515151515152	politics,0.08585858585858586	royalty/religion,0.029292929292929294	film/tv,0.024242424242424242	royalty,0.023232323232323233	music,0.01616161616161616	art,0.015151515151515152	orchestra,0.011111111111111112
William_McKinley	politics,0.6182458288688198	military,0.23572631256696772	literature,0.10668911679167305	royalty,0.008418796877391704	film/tv,0.007347313638450942	sports,0.007194244604316547	music,0.005510485228838206	royalty/religion,0.0053574161947038115	art,0.0029083116485534976	orchestra,0.0026021735802847085
William_O'Connell_Bradley	politics,0.16393442622950818	literature,0.11475409836065574	film/tv,0.09836065573770492	art,0.09836065573770492	orchestra,0.09836065573770492	royalty,0.09836065573770492	royalty/religion,0.08196721311475409	sports,0.08196721311475409	military,0.08196721311475409	music,0.08196721311475409
William_S._Gilbert	film/tv,0.36619718309859156	music,0.14084507042253522	orchestra,0.1267605633802817	royalty/religion,0.08450704225352113	literature,0.06338028169014084	art,0.04929577464788732	royalty,0.04929577464788732	sports,0.04225352112676056	politics,0.04225352112676056	military,0.035211267605633804
William_Speirs_Bruce	orchestra,0.47947214076246336	military,0.20087976539589442	literature,0.1942815249266862	politics,0.030791788856304986	royalty,0.022727272727272728	art,0.019794721407624633	sports,0.019428152492668622	royalty/religion,0.01722873900293255	film/tv,0.01063049853372434	music,0.004765395894428153
William_T._Anderson	film/tv,0.2079207920792079	politics,0.15841584158415842	music,0.1188118811881188	military,0.0891089108910891	sports,0.07920792079207921	art,0.07920792079207921	orchestra,0.07920792079207921	literature,0.06930693069306931	royalty,0.06930693069306931	royalty/religion,0.04950495049504951
William_Walton	orchestra,0.5175202156334232	literature,0.11994609164420485	film/tv,0.09838274932614555	music,0.07816711590296496	royalty,0.04851752021563342	art,0.04716981132075472	military,0.03504043126684636	politics,0.02830188679245283	sports,0.016172506738544475	royalty/religion,0.01078167115902965
William_Wilberforce	literature,0.46578885492593464	military,0.2165530213966612	politics,0.17352457089113568	royalty,0.09264048906654127	royalty/religion,0.011521279097107923	music,0.011521279097107923	film/tv,0.009875382083235363	orchestra,0.00846461321420174	sports,0.005172819186456619	art,0.004937691041617682
Winfield_Scott_Hancock	politics,0.6259541984732825	military,0.19577907498877414	literature,0.05972159856308936	film/tv,0.030085316569375842	sports,0.02694207453973956	music,0.02020655590480467	royalty/religion,0.014818140996856757	orchestra,0.010776829815895825	royalty,0.009429726088908847	art,0.006286484059272564
Wintjiya_Napaltjarri	art,0.5337552742616034	literature,0.15084388185654007	military,0.08333333333333333	politics,0.046413502109704644	music,0.04430379746835443	royalty,0.03691983122362869	film/tv,0.035864978902953586	sports,0.03375527426160337	royalty/religion,0.022151898734177215	orchestra,0.012658227848101266
Witold_Lutosławski	orchestra,0.5443786982248521	art,0.13313609467455623	military,0.05325443786982249	royalty/religion,0.047337278106508875	politics,0.047337278106508875	royalty,0.04437869822485207	music,0.038461538461538464	literature,0.03550295857988166	sports,0.029585798816568046	film/tv,0.026627218934911243
Witold_Pilecki	military,0.3935483870967742	art,0.24086021505376345	politics,0.2	royalty/religion,0.03870967741935484	orchestra,0.034408602150537634	literature,0.025806451612903226	royalty,0.023655913978494623	film/tv,0.015053763440860216	music,0.015053763440860216	sports,0.012903225806451613
Woodes_Rogers	royalty,0.17592592592592593	royalty/religion,0.12037037037037036	film/tv,0.1111111111111111	orchestra,0.1111111111111111	military,0.10185185185185185	literature,0.09259259259259259	politics,0.09259259259259259	sports,0.07407407407407407	art,0.06481481481481481	music,0.05555555555555555
Wulfhere_de_Mercie	royalty/religion,0.8055555555555556	military,0.09833333333333333	literature,0.03888888888888889	royalty,0.013333333333333334	politics,0.012222222222222223	sports,0.008333333333333333	orchestra,0.0077777777777777776	music,0.006111111111111111	art,0.005555555555555556	film/tv,0.0038888888888888888
Yagan_(Australie)	orchestra,0.20930232558139536	art,0.13178294573643412	literature,0.13178294573643412	royalty,0.10077519379844961	military,0.10077519379844961	music,0.07751937984496124	sports,0.06976744186046512	politics,0.06976744186046512	royalty/religion,0.05426356589147287	film/tv,0.05426356589147287
Zelda_Fitzgerald	literature,0.36075949367088606	film/tv,0.22705696202531644	military,0.13291139240506328	orchestra,0.08623417721518987	art,0.05617088607594937	royalty,0.04430379746835443	music,0.03481012658227848	politics,0.03401898734177215	sports,0.015822784810126583	royalty/religion,0.007911392405063292
Ælle_de_Sussex	royalty/religion,0.5352798053527981	military,0.18491484184914841	literature,0.09245742092457421	politics,0.043795620437956206	sports,0.0413625304136253	music,0.0267639902676399	orchestra,0.024330900243309004	royalty,0.021897810218978103	film/tv,0.014598540145985401	art,0.014598540145985401
Æneas_Mackintosh	orchestra,0.46230366492146596	military,0.3261780104712042	literature,0.09738219895287958	sports,0.03769633507853403	politics,0.018848167539267015	music,0.015706806282722512	royalty,0.014659685863874346	film/tv,0.009947643979057591	art,0.009424083769633508	royalty/religion,0.007853403141361256
Æthelbald_de_Mercie	royalty/religion,0.7315026697177727	military,0.13501144164759726	literature,0.057208237986270026	music,0.01906941266209001	royalty,0.016018306636155607	politics,0.010678871090770405	art,0.009916094584286803	orchestra,0.008390541571319604	film/tv,0.006102212051868803	sports,0.006102212051868803
Æthelberht_de_Kent	royalty/religion,0.5946666666666667	military,0.16266666666666665	literature,0.072	art,0.029333333333333333	orchestra,0.029333333333333333	royalty,0.02666666666666667	music,0.02666666666666667	sports,0.024	politics,0.021333333333333333	film/tv,0.013333333333333334
Æthelred_Ier_de_Mercie	royalty/religion,0.5111111111111111	military,0.11851851851851852	literature,0.06666666666666667	orchestra,0.05185185185185185	sports,0.044444444444444446	art,0.044444444444444446	royalty,0.044444444444444446	politics,0.044444444444444446	film/tv,0.037037037037037035	music,0.037037037037037035
