name_eng	name_spa
Elgin Baylor	Elgin Baylor
Fujiwara no Motozane	Fujiwara no Motozane
José Marroquín Leal	José Marroquín
Ramón Xirau	Ramón Xirau
Milkshake	Batido
Bobby Jones (golfer)	Bobby Jones (golfista)
Senoch	Senoco de Tours
Monica Groop	Monica Groop
Elvia Andreoli	Elvia Andreoli
Sviatoslav II of Kiev	Sviatoslav II de Kiev
Dalton Trumbo	Dalton Trumbo
Alberto Vázquez-Figueroa	Alberto Vázquez-Figueroa
René Angélil	René Angélil
Edwin Portillo	Edwin Portillo
Quintus Fabius Maximus Allobrogicus	Quinto Fabio Máximo Alobrógico
Masahiko Kimura	Masahiko Kimura
Louis Philippe, Crown Prince of Belgium	Luis Felipe de Bélgica
Hipólito Rincón	Poli Rincón
Morgan Spurlock	Morgan Spurlock
Daniel Spoerri	Daniel Spoerri
Christopher Parkening	Christopher Parkening
Elena Ceaușescu	Elena Ceaușescu
Keiko Agena	Keiko Agena
Bat Masterson	Bat Masterson
Demetrius Vikelas	Dimitrios Vikelas
John III, Duke of Cleves	Juan III de Cléveris
Gary Coleman	Gary Coleman
Nap Lajoie	Nap Lajoie
Jonathan Goldstein (actor)	Jonathan Goldstein
Vitamin C (artist)	Vitamina C (artista)
Marjorie Rendell	Marjorie Rendell
Jehoram of Judah	Joram de Judá
Mirella Freni	Mirella Freni
Kobayakawa Hideaki	Kobayakawa Hideaki
Bertha Puga Martínez	Bertha Puga
Helen Fielding	Helen Fielding
Alexander Kielland	Alexander Kielland
Henri, Prince of Condé (1588–1646)	Enrique II de Borbón-Condé
Howard Marks	Howard Marks
Stephanie Kwolek	Stephanie Kwolek
Charles Maturin	Charles Maturin
Toti Dal Monte	Toti Dal Monte
Juana Manuela Gorriti	Juana Manuela Gorriti
Eric Ambler	Eric Ambler
Vilyam Genrikhovich Fisher	Rudolf Abel
Walter Brennan	Walter Brennan
Marcelo Ríos	Marcelo Ríos
Tracey Gold	Tracey Gold
Eugenio Domingo Solans	Eugenio Domingo Solans
Adam Hochschild	Adam Hochschild
Napoleon Hill	Napoleón Hill
Alan Menken	Alan Menken
Pierre Méchain	Pierre Méchain
Pope Avilius of Alexandria	Abilio de Alejandría
George Gaylord Simpson	George Gaylord Simpson
Darren James	Darren James
Lisa Gay Hamilton	Lisa Gay Hamilton
Jeremiah Green	Jeremiah Green
Christopher I of Denmark	Cristóbal I de Dinamarca
Li Qingzhao	Li Qingzhao
Meir Bar-Ilan	Meir Bar Ilán
Shaun Wright-Phillips	Shaun Wright-Phillips
Sergio Osmeña	Sergio Osmeña
Diodotus the Stoic	Diodoto (filósofo)
Justin Shenkarow	Justin Shenkarow
Robert Rounseville	Robert Rounseville
Bill Bellamy	Bill Bellamy
Vladimir Micov	Vladimir Micov
Jean-Marc Marino	Jean-Marc Marino
James Howell	James Howell
Jean-Marie Wampers	Jean Marie Wampers
Francisco Torres Oliver	Francisco Torres Oliver
Levon Kendall	Levon Kendall
Felipe de Liaño	Felipe de Liaño
Paul Henri Lecomte	Paul Henri Lecomte
Franz Fischler	Franz Fischler
Artur Mas i Gavarró	Artur Mas
Louis Joseph, Duke of Vendôme	Luis José de Vendôme
Huey Lewis	Huey Lewis
Francesca Cristiana Conti	Cristiana Conti
Lara Roxx	Lara Roxx
John Bellenden Ker Gawler	John Bellenden Ker Gawler
Lauren Lee Smith	Lauren Lee Smith
Isaac Brock (musician)	Isaac Brock
Wes Anderson	Wes Anderson
Alexandre Usov	Alexandre Usov
Empedocles	Empédocles
Gaius Aquillius Florus	Cayo Aquilio Floro
Sylvain Arend	Sylvain Arend
Countee Cullen	Countee Cullen
David Sánchez Morales	David Sánchez Morales
Alberto del Canto	Alberto del Canto
ATB	ATB
Xanthe Elbrick	Xanthe Elbrick
José Gómez del Moral	José Gómez del Moral
Christie Lee	Christie Lee
Massimiliano Fuksas	Massimiliano Fuksas
Henry V, Duke of Brunswick-Lüneburg	Enrique V de Brunswick-Luneburgo
Stanisław Sosabowski	Stanisław Sosabowski
Sergio del Valle Jiménez	Sergio del Valle
Jarol Herrera	Járol Herrera
Juana Arrendel	Juana Arrendel
John Harron	John Harron
Amal McCaskill	Amal McCaskill
Rodrigo Galatto	Rodrigo Galatto
Michael Hester	Michael Hester
Annemarie Schwarzenbach	Annemarie Schwarzenbach
Yakup Satar	Yakup Satar
Ibrahim Babangida	Ibrahim Babangida
Ramona Trinidad Iglesias-Jordan	Ramona Trinidad Iglesias-Jordan
Jeremy Scahill	Jeremy Scahill
Dina Babbitt	Dina Babbitt
Siniša Dobrašinović	Siniša Dobrasinović
Giovanni Baratta	Giovanni Baratta
Rudolph A. Marcus	Rudolph Marcus
Viktor Troicki	Viktor Troicki
Ignacio Merino	Ignacio Merino
Yakov Sverdlov	Yákov Sverdlov
Todd Williams (American football)	Todd Williams
Jordi Trias	Jordi Trias
Gonzalo Zárate	Gonzalo Zárate
Christophe Pinna	Christophe Pinna
Óscar Carmelo Sánchez	Óscar Carmelo Sánchez
Soni Pabla	Soni Pabla
Eric Leman	Eric Leman
Centule III, Count of Bigorre	Céntulo III de Bigorra
Iris Fuentes-Pila	Iris Fuentes-Pila
Sonny Parker (basketball)	Sonny Parker
The Donnas	The Donnas
Antoñito	Antonio Ramiro Pérez
Daniel Bautista Pina	Dani Bautista
Rudis Corrales	Rudis Corrales
Ingrid Jacquemod	Ingrid Jacquemod
Kevin Joyce (basketball)	Kevin Joyce
Federico Martorell	Federico Martorell
Juliana Paes	Juliana Paes
Sol Spiegelman	Sol Spiegelman
Joseíto Fernández	José Fernández Díaz
Jia Pingwa	Jia Pingwa
Kalākaua	David Kalakaua
Carlos Esteban Frontini	Carlos Esteban Frontini
Ana Gloria Moya	Ana Gloria Moya
Ron Acks	Ron Acks
Albert Abraham Michelson	Albert Abraham Michelson
Carlos Barbarito	Carlos Barbarito
Ambrosius Aurelianus	Ambrosio Aureliano
1st Dalai Lama	Gendun Drup
Kazys Grinius	Kazys Grinius
Gustaf Dalén	Nils Gustaf Dalén
Kohei Sato	Kohei Sato
Eugène Jungers	Eugène Jacques Pierre Louis Jungers
Wallace Stevens	Wallace Stevens
Robert Grosseteste	Roberto Grosseteste
Jeff Pilson	Jeff Pilson
Andrew II of Hungary	Andrés II de Hungría
Chlothar I	Clotario I
Anaxarchus	Anaxarco
Arne Jacobsen	Arne Jacobsen
E. J. H. Corner	Edred John Henry Corner
Christa McAuliffe	Christa McAuliffe
Ahab	Ajab
Vasyl Durdynets	Vasyl Durdynets
Frederick the Great	Federico II el Grande
Fuzûlî	Fuzûlî
Neil Aspinall	Neil Aspinall
Mieszko II Lambert	Miecislao II Lampert de Polonia
David Hammerstein Mintz	David Hammerstein
Cesare Emiliani	Cesare Emiliani
Anders Järryd	Anders Järryd
Absolon Stumme	Absolon Stumme
Manuel Garcia y Rodriguez	Manuel García y Rodríguez
August Gremli	August Gremli
Ernst-Johann Tetsch	Ernst Tetsch
Pee Wee (entertainer)	Pee Wee
Ricardo Teixeira (racing driver)	Ricardo Teixeira (piloto)
Do Muoi	Đỗ Mười
Ryōzō Kanehira	Ryōzō Kanehira
Jim Cornette	Jim Cornette
Corneille Heymans	Corneille Heymans
Chandler Burr	Chandler Burr
Aldo Costa	Aldo Costa
C. B. van Niel	Cornelius Bernardus van Niel
Angelo Scola	Angelo Scola
Glória Menezes	Glória Menezes
Zach Randolph	Zach Randolph
Hatem Trabelsi	Hatem Trabelsi
Pellegrino Rossi	Pellegrino Rossi
Oscar Hammerstein II	Oscar Hammerstein II
Håkon Grjotgardsson	Håkon Grjotgardsson
Roberto Miña	Roberto Mina
Georgi Peev	Gueorgui Peev
Daniel Borimirov	Daniel Borimirov
Brenda Vaccaro	Brenda Vaccaro
Chris Pontius (soccer)	Chris Pontius (futbolista)
Kurt Caesar	Kurt Caesar
Joseph Stella	Joseph Stella
Francis De Sales (actor)	Francis De Sales
Hōjō Ujinao	Hōjō Ujinao
Michael Doohan	Michael Doohan
Gnaeus Octavius	Gneo Octavio (cónsul 87 a. C.)
Nico Vaesen	Nico Vaesen
Mantak Chia	Mantak Chia
Lance Stephenson	Lance Stephenson
Alexander Hleb	Aliaksandr Hleb
Paul Valéry	Paul Valéry
Trubetskoy family	Casa de Troubetzkoy
Alexander Alyabyev	Aleksandr Aliábiev
Stephen McNally	Stephen McNally
Nozomi Tsuji	Nozomi Tsuji
Julia Ormond	Julia Ormond
Philipp von Hutten	Felipe de Utre
Hans Knappertsbusch	Hans Knappertsbusch
Paul Burchill	Paul Birchall
Juan Oropeza	Juan Oropeza
Diana, Princess of Wales	Diana de Gales
Andy Bell (singer)	Andrew Ivan Bell
Max Biaggi	Max Biaggi
Gianluca Pessotto	Gianluca Pessotto
Eugen Sandow	Eugen Sandow
Michael Mols	Michael Mols
Gustave Schlumberger	Gustave Schlumberger
Daniel Logan	Daniel Logan
Keiko Toda	Keiko Toda
Elisa Montés	Elisa Montés
Jaime Vera	Jaime Vera Rodríguez
Tetsuya Takahashi	Tetsuya Takahashi
Arnold Mühren	Arnold Mühren
Antonio Muñoz Molina	Antonio Muñoz Molina
John Barrowman	John Barrowman
João Frederico Ludovice	Johann Friederich Ludwig
Gaizka Saizar	Gaizka Saizar
José Saraiva Martins	José Saraiva Martins
Paul Dirac	Paul Dirac
Orhan I	Orhan I
Dan Johnson (musician)	Dan Johnson
Felix da Housecat	Felix da Housecat
Peter Sellars	Peter Sellars
Clyde Simms	Clyde Simms
Charles-André van Loo	Charles-André van Loo
Krista Allen	Krista Allen
Ian McDonald (British author)	Ian McDonald (escritor)
Werner von Urslingen	Werner de Urslingen
Dino Bravo	Dino Bravo
Sam Kydd	Sam Kydd
Diego Castro	Diego Castro
Andy Palacio	Andy Palacio
Phoebe Hearst	Phoebe Apperson Hearst
Sisowath of Cambodia	Sisowath
Boris Ephrussi	Boris Ephrussi
The Charlatans (UK band)	The Charlatans
Mary of the Divine Heart	María del Divino Corazón
Nathan Hale (journalist)	Nathan Hale (periodista)
Antonio González Orozco	Antonio González Orozco
Gilman Rankin	Gilman Rankin
Miloš Krasić	Miloš Krasić
Guillermo del Toro	Guillermo del Toro
Benedetto Brin	Benedetto Brin
Wilbur Howard Duncan	Wilbur Howard Duncan
Trevor Booker	Trevor Booker
Rodney Harvey	Rodney Harvey
Samba Gold	Samba de Oro
Igor Panarin	Igor Panarin
Waldemar Malak	Waldemar Malak
José Ramos Delgado	José Ramos Delgado
Lourdes Arévalos	Lourdes Arévalos
Polo Wila	Polo Wila
EasyPeasy	Easy Peasy
Manuel Hedilla	Manuel Hedilla
Aloïse Corbaz	Aloïse (artista)
Jake Heggie	Jake Heggie
Andrey Lekarski	Andrey Lekarski
Ian Carey	Ian Carey
Giovanni Segantini	Giovanni Segantini
Wilhelm Gliese	Wilhelm Gliese
Viktor Svezhov	Viktor Svezhov
Emmanuel Rhoides	Emmanuil Roídis
Chen Chusheng	Chen Chusheng
Ibrahim Yattara	Ibrahim Yattara
Romain Gavras	Romain Gavras
Uzun Hassan	Uzun Hasan
Willie Warren	Willie Warren
Alexios I of Trebizond	Alejo I de Trebisonda
Lee Scott (businessman)	Lee Scott
Frances Grey, Duchess of Suffolk	Frances Brandon
Heather Kozar	Heather Kozar
Diebold Schilling the Elder	Diebold Schilling el Viejo
Abbas Ibn Firnas	Abbás Ibn Firnás
Beinir Sigmundsson	Beinir Sigmundsson
Robert F. McGowan	Robert F. McGowan
Corneliu Mănescu	Corneliu Mănescu
Carlos Condell	Carlos Condell
Rosa García	Rosa García
Eva Illouz	Eva Illouz
Mrisho Ngassa	Mrisho Ngassa
Ibrahim Hashem	Ibrahim Hashem
Leotychidas	Leotíquidas II
Emmanuel Lewis	Emmanuel Lewis
Troisgros family	Jean y Pierre Troisgros
Dan (Bible)	Dan (patriarca)
Pierre Gemayel	Pierre Gemayel
Henry Cole	Henry Cole
Nils-Eric Johansson	Nils-Eric Johansson
Manuel Alcalde	Manuel Alcalde
Emily Young (film director)	Emily Young
Gyula Károlyi	Gyula Károlyi
Irina Pantaeva	Irina Pantaeva
Noah Beery, Jr.	Noah Beery, Jr.
Grand Duke Sergei Alexandrovich of Russia	Sergio Aleksándrovich Románov
Arnau Mir de Tost	Arnal Mir de Tost
Joe Ruklick	Joe Ruklick
Bronzino	Bronzino
Francisco Arce	Francisco Arce
Guilherme Milhomem Gusmão	Guilherme Milhomem Gusmão
Ralph Tate	Ralph Tate
Fred Saunders	Fred Saunders
George Phillips Bond	George Phillips Bond
Silvia Abascal	Silvia Abascal
Ilias Iliadis	Ilias Iliadis
Hizaki	Hizaki Grace Project
Jesús Flores	Jesús Flores
Lamine Sakho	Lamine Sakho
Juan Guillermo Domínguez	Juan Guillermo Domínguez
Carlos Kletnicki	Carlos Kletnicki
Patricia Wartusch	Patricia Wartusch
Sam Hocevar	Sam Hocevar
Mary Astor	Mary Astor
Charles II, Duke of Mantua and Montferrat	Carlos II de Gonzaga-Nevers
George Cornet	George Cornet
Jay Arnette	Jay Arnette
Miou-Miou	Miou-Miou
Joseph Pletinckx	Joseph Pletinckx
Fritz Rasp	Fritz Rasp
Cariba Heine	Cariba Heine
Antônio Carlos Magalhães	Antônio Carlos Magalhães
Peter Schmidhuber	Peter Schmidhuber
Judy Campbell	Judy Campbell
Ivar Vidfamne	Ivar Vidfamne
Robson Severino da Silva	Robson Severino da Silva
Richard Mellon Scaife	Richard Mellon Scaife
Raúl Castronovo	Raúl Castronovo
Lauri Aus	Lauri Aus
Dave Stallworth	Dave Stallworth
Gustavo Endres	Gustavo Endres
José Bueno y Monreal	José María Bueno Monreal
Charles Henry Gilbert	Charles Henry Gilbert
Juan José Cañas Gutiérrez	Juanjo Cañas
John Stollmeyer	John Stollmeyer
Antonio de Bellis	Antonio de Bellis
George Nostrand	George Nostrand
Gaetano Latilla	Gaetano Latilla
Ron Behagen	Ron Behagen
Bartolome Blanco Marquez	Bartolomé Blanco
Alexandre Rockwell	Alexandre Rockwell
Rafael Termes	Rafael Termes
Bomilcar (Suffete)	Bomílcar (Sufete)
Sobhuza II	Sobhuza II de Suazilandia
Rubén Lobato	Rubén Lobato
Éric Woerth	Éric Woerth
Zodiac Killer	Asesino del Zodiaco
Aleksandra Wozniak	Aleksandra Wozniak
Leo Segarra Sánchez	Leo Segarra Sánchez
Chang Myon	Chang Myon
Christopher Buckley (novelist)	Christopher Buckley
Al-Hakam II	Alhakén II
Reynaldo Clavasquín	Reynaldo Clavasquín
Aika Mitsui	Aika Mitsui
Yony Flores	Yony Flores
Kaykhusraw II	Kaikosru II
Alfredo Duhalde	Alfredo Duhalde
Raul Cuero	Raúl Cuero
Casimiro Gómez Ortega	Casimiro Gómez Ortega
Greer Skousen	Greer Skousen
Denice K.	Denice K.
Chuck Noble	Chuck Noble
Maurice Martenot	Maurice Martenot
Karl Robatsch	Karl Robatsch
Leivur Øssursson	Leivur Øssursson
Kristian Nushi	Kristian Nushi
Diego Capel	Diego Capel
Alexandros Tzorvas	Alexandros Tzorvas
Julio Caro Baroja	Julio Caro Baroja
Pablo Armando Fernández	Pablo Armando Fernández
Kaykaus I	Kaikaus I
Paul-Émile Rochon	Paul-Émile Rochon
Antonius Musa	Antonio Musa
Benny McLaughlin	Benny McLaughlin
Nadia Nerina	Nadia Nerina
Eduardo Risso (rower)	Eduardo Risso (remero)
Benjamin Hornigold	Benjamin Hornigold
Marko Zaror	Marko Zaror
Giovanni Antonio Lappoli	Giovanni Antonio Lappoli
Agustín García-Gasco Vicente	Agustín García-Gasco
Theophil Friedrich Christen	Theophil Friedrich Christen
Mohamed Aboutrika	Mohamed Aboutrika
Kenneth O. Hall	Kenneth Hall
Juan Domingo Rocchia	Juan Domingo Rocchia
Ignacio López Tarso	Ignacio López Tarso
Sylvester Mubayi	Sylvester Mubayi
Luigi Vitale	Luigi Vitale
Heinz Kwiatkowski	Heinrich Kwiatkowski
Neely Edwards	Neely Edwards
Wolf Erlbruch	Wolf Erlbruch
Francisco Roig	Francisco Roig
Raúl Aldana	Raúl Aldana
Tonino Guerra	Tonino Guerra
Francisco Lopez Caro	Francisco López Caro
Sascha Dum	Sascha Dum
Elizabeth Blackwell (illustrator)	Elizabeth Blackwell (ilustradora)
Yared	Yared
Mariska Hargitay	Mariska Hargitay
Prince Ranieri, Duke of Castro	Rainiero de Borbón-Dos Sicilias
Ernst Stadler	Ernst Stadler
Elisa Nájera	Elisa Nájera
Chris Smith (basketball, born 1970)	Chris Smith
Gonzalo Choy González	Gonzalo Choy González
Stu Ungar	Stu Ungar
Just Jack	Just Jack
Lucas Borges	Lucas Borges
Zach Gilford	Zach Gilford
Alfredo Ormando	Alfredo Ormando
José Ángel Rosabal Fajardo	José Ángel Rosabal Fajardo
Francisco Manuel Blanco	Francisco Manuel Blanco
Elijah Abel	Elijah Abel
Mario Soffici	Mario Soffici
Salvatore La Barbera	Salvatore La Barbera
Douglas A. Anderson	Douglas A. Anderson
Fernão Nunes	Fernão Nunes
Robert Lorenz	Robert Lorenz
Matteo Andreini	Matteo Andreini
Christopher Samba	Christopher Samba
Bernard Ayglerius	Bernard Ayglier
Alexandros Diomidis	Alexandros Diomidis
Oliver Cowdery	Oliver Cowdery
Larry Steele	Larry Steele
Tomás Guido	Tomás Guido
Daisuke Ono	Daisuke Ono
Bachir Gemayel	Bashir Gemayel
John T. Dillon (actor)	John T. Dillon
Red Klotz	Herm Klotz
Rupert of Bingen	Ruperto de Bingen
Alexander Posey	Alexander Posey
Henry, 3rd Earl of Lancaster	Enrique de Lancaster
Derdas	Derdas
Dani Sánchez	Daniel Sánchez Gálvez
Hamish Stuart	Hamish Stuart
Bonanno Pisano	Bonanno Pisano
Nazareno Casero	Nazareno Casero
Lowes Moore	Lowes Moore
Eurycratides	Euricrátidas
Elizabeth Ann Nalley	Elizabeth Ann Nalley
Grand Corps Malade	Grand Corps Malade
Marina Oswald Porter	Marina Oswald
Mickey Dillard	Mickey Dillard
Van Heflin	Van Heflin
Leonhard Graf von Blumenthal	Leonhard Graf von Blumenthal
Anja Rubik	Anja Rubik
Rudy LaRusso	Rudy LaRusso
Blanquita Amaro	Blanquita Amaro
Pat O'Brien (guitarist)	Pat O'Brien (músico)
Ariel Zárate	Ariel Zárate
Colacho Mendoza	Nicolás Elías Mendoza
Johan Duijck	Johan Duijck
Herman Jadlowker	Hermann Jadlowker
Filippo Silvestri	Filippo Silvestri
Yazid II	Yazid II
Juan de Grijalva	Juan de Grijalva
Spytihněv I, Duke of Bohemia	Spytihnev I de Bohemia
Édouard Adolphe Casimir Joseph Mortier	Édouard Adolphe Casimir Joseph Mortier
John Wyndham	John Wyndham
Musa bin Nusayr	Musa ibn Nusair
Roger Mortimer, 1st Baron Mortimer	Roger Mortimer (1231-1282)
Apichatpong Weerasethakul	Apichatpong Weerasethakul
Muḥammad ibn Mūsā al-Khwārizmī	Al-Juarismi
Vannoccio Biringuccio	Vannoccio Biringuccio
Antonio Valero de Bernabé	Antonio Valero de Bernabé
Mark LoMonaco	Mark LoMonaco
Tansu Çiller	Tansu Çiller
Renato Corsetti	Renato Corsetti
Frederica of Hanover	Federica de Hannover
Norman Cohn	Norman Cohn
Gennadius of Massilia	Genadio de Marsella
John Martin (painter)	John Martin
Hans Jonas	Hans Jonas
Toshimasa Furuta	Toshimasa Furuta
Marie-Marguerite d'Youville	Maria Margarita de Youville
Gustav Noske	Gustav Noske
Ding Junhui	Ding Junhui
Makio Akiyama	Makio Akiyama
Józef Cyrankiewicz	Józef Cyrankiewicz
Frank Welker	Frank Welker
Jim Baen	Jim Baen
Mangosuthu Buthelezi	Gatsha Mangosutu Buthelezi
Rosalyn Sussman Yalow	Rosalyn Yalow
Yves Congar	Yves Congar
Étienne Marcel	Étienne Marcel
David Arnold	David Arnold
Eleanor of Arborea	Leonor de Arborea
Peter MacNicol	Peter MacNicol
Canaan Ngandu	Canaan Ngandu
Saint Sabina	Sabina de Roma
Gustav Freytag	Gustav Freytag
Ioannis Pallikaris	Ioannis Pallikaris
Patrick Dempsey	Patrick Dempsey
Osvaldo Dorticós Torrado	Osvaldo Dorticós Torrado
Joe Gibbs	Joe Gibbs
Johannes Zukertort	Johannes Zukertort
Mehran Karimi Nasseri	Mehran Karimi Nasseri
Ramón Emeterio Betances	Ramón Emeterio Betances
William Trevor	William Trevor
Berthold, Margrave of Baden	Bertoldo de Baden
Renny Harlin	Renny Harlin
Jeffrey Combs	Jeffrey Combs
Max Amann	Max Amann
Chuck Connors	Chuck Connors
Eric I of Denmark	Erico I de Dinamarca
Duchenne de Boulogne	Guillaume Duchenne de Boulogne
Alan Ladd	Alan Ladd
Thomas Cavalier-Smith	Thomas Cavalier-Smith
Joyce Cary	Joyce Cary
Twenty-six Martyrs of Japan	26 mártires de Japón
Henry Hardinge, 1st Viscount Hardinge	Henry Hardinge
Newton D. Baker	Newton Baker
Charles Simon Favart	Charles-Simon Favart
Kathleen Robertson	Kathleen Robertson
Jane Yolen	Jane Yolen
B. J. Vorster	B. J. Vorster
Billy Graham	William Graham
Elena Dementieva	Yelena Deméntieva
Sergei Fedorov	Sergei Fedorov
Billy Gunn	Monty Sopp
Prince Eugene of Savoy	Eugenio de Saboya
Sebastián de Eslava	Sebastián de Eslava
David Rintoul	David Rintoul
Acfred, Duke of Aquitaine	Acfredo de Aquitania
Vanessa Paradis	Vanessa Paradis
J. Meade Falkner	John Meade Falkner
Guru Hargobind	Gurú Hargobind
Madeline Zima	Madeline Zima
James Goldsmith	James Goldsmith
Maud, Countess of Huntingdon	Matilde de Senlis
Ebalus, Duke of Aquitaine	Ebles Manzer
Luis Rubiales	Luis Rubiales
Hector Ayala	Héctor Ayala
Arthur Davis (animator)	Arthur Davis
Ghilman	Ghulam
Claude Louis Berthollet	Claude Louis Berthollet
Antonio Ortiz Mena	Antonio Ortiz Mena
Gonsalvus of Spain	Gonzalo Hispano
Alejandro Sokol	Alejandro Sokol
Nicolás Eyzaguirre	Nicolás Eyzaguirre
Hitoshi Sakimoto	Hitoshi Sakimoto
Steeven Langil	Steeven Langil
Alphonse Allais	Alphonse Allais
Censorius	Censorio
Franck Bouyer	Franck Bouyer
Lewis Weston Dillwyn	Lewis Weston Dillwyn
Sébastien Lefebvre	Sébastien Lefebvre
Florian Marange	Florian Marange
Dagmar Overbye	Dagmar Overbye
Akihiko Yoshida	Akihiko Yoshida
Bruce Bagemihl	Bruce Bagemihl
Frank Oleynick	Frank Oleynick
Cory Kennedy	Cory Kennedy
Richard Linklater	Richard Linklater
Esko Laine	Esko Laine
Nikolay Skvortsov (swimmer)	Nikolái Skvortsov
Ashur-nadin-ahhe II	Assur-nadin-akhkhe II
Max Mirnyi	Maksim Mirni
Xie Lingyun	Xie Lingyun
Dominique de Gourgue	Dominique de Gourgue
Diego Vigil Cocaña	Diego Vigil
Thomas Eagleton	Thomas Eagleton
Pedro Molina Mazariegos	Pedro Molina Mazariegos
Stéphan Forté	Stephan Forté
Guillermo Coria	Guillermo Coria
Sydney Bromley	Sydney Bromley
Saad Zaghloul	Saad Zaghloul
Héctor Desvaux	Héctor Desvaux
Juan Mata	Juan Mata
Eli Manning	Eli Manning
Joseph Contreras	José Contreras (luthier)
Sierra Boggess	Sierra Boggess
Darío Espínola	Darío Espínola
José Zapiola	José Zapiola Cortés
Anton Maiden	Anton Maiden
Caio Fernando Abreu	Caio Fernando Abreu
Charles Pittman (basketball)	Charles Pittman
Wolfgang Schmieder	Wolfgang Schmieder
Nan Grey	Nan Grey
Henrique Pacheco Lima	Henrique Pacheco Lima
Wallace Bryant	Wallace Bryant
Charles Bennett (athlete)	Charles Bennet
Ercole Gonzaga	Ercole Gonzaga
Gustavo Biscayzacú	Gustavo Biscayzacú
José Luis Cabión	José Luis Cabión
Juan Fernando Velasco	Juan Fernando Velasco
José María del Castillo y Rada	José María del Castillo Rada
Giovanni Battista Buonocore	Giovan Battista Boncori
Alfonso II of Asturias	Alfonso II de Asturias
Thomas Cavendish	Thomas Cavendish
Mike Hawthorn	Mike Hawthorn
Aisha	Aisha bint Abi Bakr
Charles, Prince of Wales	Carlos de Gales
Sebastian Boenisch	Sebastian Boenisch
Yaroslav Stetsko	Yaroslav Stetsko
Rod Morgenstein	Rod Morgenstein
Auguste Taton	Auguste Taton
Luis Vernet	Luis María Vernet
Filippo Buonaccorsi	Filippo Buonaccorsi
Sparatocos	Esparádoco
Frederic Clements	Frederic Edward Clements
Luis Amado Tarodo	Luis Amado Tarodo
Neville Brody	Neville Brody
Brian Baker (tennis)	Brian Baker (tenista)
Morlon Wiley	Morlon Wiley
Madhava of Sangamagrama	Madhava de Sangamagrama
Chiara Mastroianni	Chiara Mastroianni
Pantaenus	Panteno
Marel Baldvinsson	Marel Baldvinsson
Ninón Sevilla	Ninón Sevilla
Euphrosyne Doukaina Kamatera	Eufrósine Ducas
Giovanni Silva de Oliveira	Giovanni Silva
Dubán Ramírez	Duban Ramírez
Germaine Dulac	Germaine Dulac
Albin Egger-Lienz	Albin Egger-Lienz
Michael Blaudzun	Michael Blaudzun
Fernando de Valenzuela, 1st Marquis of Villasierra	Fernando de Valenzuela
Jaroslav Kvapil (composer)	Jaroslav Kvapil
